Column 1	Column 2
I agree with you absolutely.	Я з тобою повністю згоден.
I agree with you absolutely.	Я з тобою повністю згодна.
I agree with you absolutely.	Я з вами повністю згоден.
I agree with you absolutely.	Я з вами повністю згодна.
I agree with you completely.	Я з тобою повністю згоден.
I agree with you completely.	Я з тобою повністю згодна.
I agree with you completely.	Я з вами повністю згоден.
I agree with you completely.	Я з вами повністю згодна.
I almost feel sorry for you.	Мені тебе майже шкода.
I almost feel sorry for you.	Мені вас майже шкода.
I almost forgot to buy milk.	Я мало не забув купити молоко.
I already have a bus ticket.	У мене вже є квиток на автобус.
I already have a bus ticket.	Я вже маю квиток на автобус.
I already have a girlfriend.	Я вже маю дівчину.
I already have a girlfriend.	У мене вже є дівчина.
I already know how to dance.	Я вже вмію танцювати.
I already know how to dance.	Я вже можу танцювати.
I already know what's wrong.	Я вже знаю, що не так.
I also want a cup of coffee.	Я теж хочу чашку кави.
I always knew I was adopted.	Я завжди знав, що мене всиновили.
I always try to be friendly.	Я завжди намагаюся бути дружнім.
I always try to be punctual.	Я завжди намагаюся бути пунктуальним.
I always try to be punctual.	Я завжди намагаюся бути пунктуальною.
I always wanted to meet Tom.	Я завжди хотів познайомитися з Томом.
I always wanted to meet Tom.	Я завжди хотіла познайомитися з Томом.
I am blind in the right eye.	Я сліпа на праве око.
I am blind in the right eye.	Я сліпий на праве око.
I am disappointed in my son.	Я розчарувався у своєму синові.
I am going to buy a new car.	Я купую нову машину.
I am going to buy a new car.	Я куплю нову машину.
I am going to see him today.	Я його сьогодні побачу.
I am going to wash my hands.	Я зараз помию руки.
I am happy to see you again.	Я радий знову тебе бачити.
I am interested in swimming.	Мене цікавить плавання.
I am listening to the radio.	Я слухаю радіо.
I am looking for a job, sir.	Я шукаю роботу, пане.
I am looking for a job, sir.	Сер, я шукаю роботу.
I am looking for my brother.	Я шукаю свого брата.
I am looking for my friends.	Я шукаю своїх друзів.
I am loved by all my family.	Вся моя родина мене любить.
I am more handsome than you.	Я гарніший, ніж ти.
I am more handsome than you.	Я гарніший від вас.
I am more handsome than you.	Я гарніший, ніж ви.
I am not certain about that.	Я щодо цього не певен.
I am not certain about that.	Я щодо цього не певна.
I am playing volleyball now.	Зараз я граю у волейбол.
I am playing volleyball now.	Я зараз граю у волейбол.
I am prepared for the worst.	Я готовий до найгіршого.
I am running short of money.	У мене закінчуються гроші.
I apologize for the mistake.	Перепрошую за помилку.
I arrived at school on time.	Я прийшла до школи вчасно.
I asked Tom where he'd been.	Я запитав у Тома, де він був.
I asked Tom where he'd been.	Я запитала у Тома, де він був.
I assume that Tom told Mary.	Припускаю, що Том сказав Мері.
I ate a hamburger for lunch.	На обід я з'їв гамбургер.
I ate lunch three hours ago.	Я пообідала три години тому.
I ate lunch three hours ago.	Я пообідав три години тому.
I believe in what they said.	Я вірю у те, що вони сказали.
I believe it's worth trying.	Я думаю, заради цього варто старатися.
I believe that Tom loves me.	Я думаю, що Том мене кохає.
I bought a cat at that shop.	Я придбав у тій крамниці кішку.
I bought a hat at the store.	Я купив капелюх у магазині.
I bought a hat at the store.	Я купила капелюх у магазині.
I bought a new fountain pen.	Я купив нову перову ручку.
I bought a new fountain pen.	Я купила нову перову ручку.
I bought it for ten dollars.	Я купив це за 10 доларів.
I bought myself a small car.	Я купив собі маленьку машину.
I bought myself a small car.	Я купила собі маленьку машину.
I bought the book yesterday.	Я купив книжку вчора.
I bought two pairs of pants.	Я купив дві пари штанів.
I bought two pairs of pants.	Я купила дві пари штанів.
I broke the vase on purpose.	Я спеціально розбив вазу.
I broke the vase on purpose.	Я розбив вазу спеціально.
I buy milk almost every day.	Я купую молоко майже кожного дня.
I called Tom from Australia.	Я зателефонував Тому з Австралії.
I called Tom from Australia.	Я зателефонувала Тому з Австралії.
I came here to study French.	Я прийшов сюди, щоб вчити французьку.
I came here to study French.	Я приїхала сюди, щоб вивчати французьку.
I came here to study French.	Я прийшов сюди, щоб вивчати французьку.
I came to Australia in 2013.	Я приїхав до Австралії у 2013.
I came to Australia in 2013.	Я приїхала до Австралії у 2013 році.
I can help you stop smoking.	Я можу тобі допомогти кинути палити.
I can help you stop smoking.	Я можу вам допомогти кинути палити.
I can make my own decisions.	Я можу приймасти власні рішення.
I can only speak for myself.	Я можу говорити лише за себе.
I can prove that I am right.	Я можу довести, що маю рацію.
I can see myself doing that.	Я би міг це зробити, я думаю.
I can see that disturbs you.	Я бачу, це тебе турбує.
I can speak French a little.	Я трохи розмовляю французькою.
I can speak a little French.	Я трохи розмовляю французькою.
I can swim across the river.	Я можу перепливти через річку.
I can talk to Tom for hours.	Я можу годинами розмовляти з Томом.
I can teach you how to hunt.	Я можу тебе навчити полювати.
I can teach you how to hunt.	Я можу вас навчити полювати.
I can teach you how to read.	Я можу навчити тебе читати.
I can teach you how to read.	Я можу навчити вас читати.
I can teach you how to sing.	Я можу навчити тебе співати.
I can teach you how to sing.	Я можу навчити вас співати.
I can understand your anger.	Я можу зрозуміти твій гнів.
I can understand your anger.	Я можу зрозуміти ваш гнів.
I can't afford to buy a car.	Я не можу собі дозволити купити машину.
I can't be killed so easily.	Мене так просто не вб'єш.
I can't believe Tom is gone.	Повірити не можу, що Том пішов.
I can't believe Tom is gone.	Повірити не можу, що Тома вже немає.
I can't believe he did that.	Повірити не можу, що він це зробив.
I can't collect my thoughts.	Я не можу зібратися з думками.
I can't do without her help.	Я не можу обійтися без її допомоги.
I can't drink any more beer.	Я вже не можу пити пиво.
I can't improvise very well.	Я не вмію дуже добре імпровізувати.
I can't leave Australia now.	Я зараз не можу поїхати з Австралії.
I can't make it without you.	Я не зможу його зробити без тебе.
I can't make it without you.	Я без тебе не справлюся.
I can't make it without you.	Я без вас не справлюся.
I can't make it without you.	Я без тебе не подужаю.
I can't make it without you.	Я без вас не подужаю.
I can't picture Tom dancing.	Я не можу собі уявити, щоб Том танцював.
I can't reach the top shelf.	Я не можу досягнути верхньої полки.
I can't repair the computer.	Я не можу полагодити комп'ютер.
I can't speak French at all.	Я взагалі не говорю французькою.
I can't speak French either.	Я теж не вмію говорити французькою.
I can't swim as fast as Tom.	Я не можу плавати так само швидко, як Том.
I can't tell you everything.	Я не можу тобі розповісти всього.
I can't tell you everything.	Я не можу вам розповісти всього.
I can't tell you who Tom is.	Я не можу тобі сказати, хто такий Том.
I can't think of everything.	Я не можу думати про все.
I can't think of everything.	Мені неможливо думати про все.
I can't trust what she says.	Я не можу довіряти тому, що вона говорить.
I can't trust what she says.	Я не можу довіряти тому, що вона каже.
I can't visit you every day.	Я не можу кожного дня тебе відвідувати.
I can't wait till next week.	Я не можу чекати до наступного тижня.
I can't wait until tomorrow.	Я не можу чекати до завтра.
I collect silver tea spoons.	Я колекціоную срібні чайні ложки.
I collect silver tea spoons.	Я збираю срібні чайні ложки.
I collect stamps as a hobby.	Я збираю марки в якості хобі.
I completely agree with you.	Я з тобою повністю згоден.
I completely agree with you.	Я з тобою повністю згодна.
I completely agree with you.	Я з вами повністю згоден.
I completely agree with you.	Я з вами повністю згодна.
I could've done that better.	Я міг би це зробити краще.
I could've saved Tom's life.	Я, може, врятував Тому життя.
I could've saved Tom's life.	Я, може, врятувала Тому життя.
I couldn't control my anger.	Я не зміг впоратися зі своїм гнівом.
I crossed the river by boat.	Я переправився через річку на човні.
I crossed the river by boat.	Я переправилася через річку на човні.
I dated Tom for three years.	Я зустрічалася з Томом протягом трьох років.
I dated Tom for three years.	Я зустрічався з Томом протягом трьох років.
I deserve to know the truth.	Я заслуговую на те, щоб знати правду.
I did everything I could do.	Я зробив усе, що міг.
I did everything I could do.	Я зробила все, що могла.
I did that when I was drunk.	Я це зробив, коли був п'яний.
I did that when I was drunk.	Я це зробила, коли була п'яна.
I didn't ask Tom to do that.	Я не просив Тома це робити.
I didn't attend his funeral.	Я не пішов на його похорон.
I didn't attend his funeral.	Я не був на його похоронах.
I didn't attend his funeral.	Я не була на його похоронах.
I didn't believe him at all.	Я взагалі йому не вірив.
I didn't come here to argue.	Я прийшов сюди не для того, аби сперечатися.
I didn't come here to argue.	Я прийшла сюди не для того, щоб сперечатися.
I didn't even know his name.	Я навіть не знав його імені.
I didn't even know his name.	Я навіть не знала його імені.
I didn't even know his name.	Я навіть не знав, як його звуть.
I didn't even know his name.	Я навіть не знала, як його звуть.
I didn't expect to get paid.	Я не чекав, що мені заплатять.
I didn't expect to get paid.	Я не очікувала, що мені заплатять.
I didn't expect you to help.	Я й не очікувала на вашу допомогу.
I didn't expect you to help.	Я й не очікував, що ти допоможеш.
I didn't have time for that.	Для цього у мене не було часу.
I didn't have time for that.	Я не мала на це часу.
I didn't have time for that.	У мене на це не було часу.
I didn't have time for that.	Я не мав на це часу.
I didn't have time to relax.	У мене не було часу розслабитися.
I didn't have time to think.	У мене не було часу на те, щоб подумати.
I didn't hear what you said.	Я не чув, що ти сказав.
I didn't intend to say that.	Я не мав наміру цього казати.
I didn't kiss Tom yesterday.	Я вчора не цілувала Тома.
I didn't kiss Tom yesterday.	Я вчора не цілував Тома.
I didn't know Tom had a son.	Я не знав, що у Тома є син.
I didn't know Tom had a son.	Я не знала, що у Тома є син.
I didn't know Tom very well.	Я не дуже добре знав Тома.
I didn't know Tom was a vet.	Я не знав, що Том ветеринар.
I didn't know Tom was a vet.	Я не знала, що Том ветеринар.
I didn't know Tom was angry.	Я не знав, що Том сердитий.
I didn't know Tom was angry.	Я не знала, що Том сердитий.
I didn't know Tom was bored.	Я не знав, що Тому нудно.
I didn't know Tom was bored.	Я не знала, що Тому нудно.
I didn't know you had a car.	Я не знав, що у тебе є машина.
I didn't know you had a car.	Я не знав, що ти маєш машину.
I didn't know you were busy.	Я не знав, що ти зайнятий.
I didn't know you were busy.	Я не знала, що ви зайняті.
I didn't lend Tom any money.	Я не позичав Тому грошей.
I didn't lend Tom any money.	Я не позичала Тому грошей.
I didn't mean to insult you.	Я не хотів тебе образити.
I didn't mean to insult you.	Я не хотіла тебе образити.
I didn't mean to insult you.	Я не хотів вас образити.
I didn't mean to insult you.	Я не хотіла вас образити.
I didn't mean to offend Tom.	Я не хотів образити Тома.
I didn't mean to offend Tom.	Я не хотіла образити Тома.
I didn't show them anything.	Я їм нічого не показав.
I didn't show them anything.	Я їм нічого не показала.
I didn't take it personally.	Я не сприйняв це особисто.
I didn't take your umbrella.	Я не брав вашу парасольку.
I didn't take your umbrella.	Я не брала твою парасольку.
I didn't tell Tom about you.	Я не розповідав Тому про тебе.
I didn't tell Tom about you.	Я Тому про тебе не розповідала.
I didn't want Tom to suffer.	Я не хотів, щоб Том страждав.
I didn't want to bother you.	Я не хотів турбувати.
I didn't want to compromise.	Я не хотів іти на компроміси.
I didn't want to compromise.	Я не хотіла йти на компроміси.
I didn't want to insult Tom.	Я не хотів образити Тома.
I didn't want to insult Tom.	Я не хотіла образити Тома.
I disagree with the verdict.	Я не згоден із вердиктом.
I disagree with the verdict.	Я не згодна з вердиктом.
I do not accept your excuse.	Я не приймаю ваші вибачення.
I do not accept your excuse.	Я не приймаю твого вибачення.
I do not know if it is love.	Я не знаю, чи це кохання.
I do swim almost every day.	Я насправді плаваю майже кожного дня.
I don't always get up early.	Я не завжди встаю рано.
I don't believe Tom can win.	Я не думаю, що Том може перемогти.
I don't believe Tom can win.	Не думаю, що Том може виграти.
I don't believe in religion.	Я не вірю в релігію.
I don't care what Tom takes.	Мені байдуже, що візьме Том.
I don't care what Tom wants.	Мені байдуже, чого хоче Том.
I don't care what you drink.	Мені байдуже, що ти п'єш.
I don't care what you drink.	Мені байдуже, що ви п'єте.
I don't care what you think.	Мені байдуже, що ти думаєш.
I don't care what you think.	Мені байдуже, що ви думаєте.
I don't celebrate Christmas.	Я не святкую Різдва.
I don't do a lot of reading.	Я небагато читаю.
I don't do drugs or alcohol.	Я не вживаю наркотиків і не п'ю алкоголь.
I don't do drugs or alcohol.	Я не колюсь і не п'ю.
I don't do things like that.	Я такого не роблю.
I don't do things like that.	Я не роблю таких речей.
I don't drink a lot of beer.	Я не п'ю багато пива.
I don't feel like going out.	В мене немає настрою йти гуляти.
I don't get paid to do that.	Мені за це не платять.
I don't get sick very often.	Я не дуже часто хворію.
I don't go to school by bus.	Я не їжджу до школи автобусом.
I don't go to school by bus.	Я не їжджу до школи на автобусі.
I don't have a lot of money.	У мене небагато грошей.
I don't have a lot of money.	Я не маю багато грошей.
I don't have a lot of money.	В мене небагато грошей.
I don't have a single enemy.	Я не маю жодного ворога.
I don't have any more ideas.	У мене скінчилися ідеї.
I don't have much money now.	У мене зараз небагато грошей.
I don't have time right now.	В мене зараз немає часу.
I don't have time right now.	Я зараз не маю часу.
I don't have to talk to you.	Я не зобов'язаний розмовляти з тобою.
I don't have to talk to you.	Я не зобов'язана розмовляти з вами.
I don't hear anybody crying.	Я не чую, щоб хтось плакав.
I don't know Tom personally.	Я не знаю Тома особисто.
I don't know a lot of jokes.	Я знаю мало анекдотів.
I don't know how I got back.	Я не знаю, як я повернувся.
I don't know how I got back.	Я не знаю, як я повернулася.
I don't know how Tom did it.	Я не знаю, як Том це зробив.
I don't know how old Tom is.	Я не знаю, скільки років Тому.
I don't know how old Tom is.	Я не знаю, скільки Тому років.
I don't know if I trust you.	Я не певен, чи я тобі довіряю.
I don't know if he knows it.	Я не знаю, чи він це знає.
I don't know much about you.	Я про тебе небагато знаю.
I don't know much about you.	Я про вас небагато знаю.
I don't know what I'm doing.	Я не знаю, що роблю.
I don't know what I'm doing.	Я сам не знаю, що роблю.
I don't know what I'm doing.	Я сама не знаю, що роблю.
I don't know what I'm doing.	Я сама не знаю, що я роблю.
I don't know what I'm doing.	Я сам не знаю, що я роблю.
I don't know what Tom found.	Я не знаю, що Том знайшов.
I don't know what Tom knows.	Я не знаю, що знає Том.
I don't know what Tom needs.	Я не знаю, що потрібно Тому.
I don't know what caused it.	Я не знаю що спричинило це.
I don't know what'll happen.	Я не знаю, що трапиться.
I don't know what'll happen.	Я не знаю, що станеться.
I don't know where Tom went.	Я не знаю, куди пішов Том.
I don't know where he lives.	Я не знаю, де він живе.
I don't know where he lives.	Я не знаю, де він мешкає.
I don't know where to begin.	Я не знаю, з чого почати.
I don't know who killed Tom.	Я не знаю, хто вбив Тома.
I don't know who to turn to.	Я не знаю, до кого мені слід звернутися.
I don't know why Tom did it.	Я не знаю, чому Том зробив це.
I don't know your real name.	Я не знаю вашого справжнього імені.
I don't know your real name.	Я не знаю твого справжнього імені.
I don't know, nor do I care.	Я не знаю, і мені байдуже.
I don't like being stood up.	Мені не подобається, коли мене "кидають" із зустріччю.
I don't like how Tom laughs.	Мені не подобається манера сміятися Тома.
I don't like my hair at all.	Мені геть не подобається моє волосся.
I don't like my hair at all.	Я ненавиджу свою зачіску.
I don't make a lot of money.	Я небагато заробляю.
I don't need a car that big.	Мені не потрібна аж така велика машина.
I don't need a lot of money.	Мені не потрібно багато грошей.
I don't need a new computer.	Мені не потрібний новий комп'ютер.
I don't need to talk to you.	Мені немає потреби розмовляти з тобою.
I don't need to talk to you.	Мені немає потреби розмовляти з вами.
I don't object to your plan.	Я не маю заперечень проти вашого плану.
I don't often eat mushrooms.	Я нечасто їм гриби.
I don't often make mistakes.	Я нечасто роблю помилки.
I don't often make mistakes.	Я нечасто помиляюся.
I don't often take holidays.	Я не часто ходжу у відпустки.
I don't often write letters.	Я нечасто пишу листи.
I don't plan to change that.	Я не планую цього змінювати.
I don't play computer games.	Я не граю у комп'ютерні ігри.
I don't play computer games.	Я не граю у відеоігри.
I don't talk to him anymore.	Я більше з ним не розмовляю.
I don't think I'll be bored.	Я не думаю, що мені буде нудно.
I don't think I'll be bored.	Не думаю, що буду нудьгувати.
I don't think Tom has a dog.	Не думаю, що Том має собаку.
I don't think Tom has a dog.	Не думаю, що у Тома є собака.
I don't think Tom is greedy.	Не думаю, що Том жадібний.
I don't think Tom is guilty.	Не думаю, що Том винний.
I don't think Tom is hungry.	Не думаю, що Том голодний.
I don't think Tom is hungry.	Не думаю, що Том хоче їсти.
I don't think Tom is scared.	Мені не здається, що Том переляканий.
I don't think Tom likes you.	Не думаю, що ти подобаєшся Тому.
I don't think Tom likes you.	Не думаю, що ви подобаєтеся Тому.
I don't think Tom was happy.	Я не думаю, що Том був щасливий.
I don't think Tom will back.	Не думаю, що Том повернеться.
I don't think Tom will mind.	Не думаю, що Том буде заперечувати.
I don't think Tom would lie.	Не думаю, що Том став би брехати.
I don't think anyone saw us.	Не думаю, що нас хтось бачив.
I don't think he is sincere.	Не думаю, що він щирий.
I don't think he is sincere.	Я не думаю, що він щирий.
I don't think he is sincere.	Не думаю, що він відвертий.
I don't think he is sincere.	Я не думаю, що він відвертий.
I don't think it'll be easy.	Я не думаю, що це буде легко.
I don't think they liked me.	Не думаю, що я їм сподобався.
I don't think they liked me.	Не думаю, що я їм сподобалася.
I don't think this is funny.	Я не думаю, що це смішно.
I don't think this is funny.	Не думаю, що це смішно.
I don't understand anything.	Я нічого не розумію.
I don't understand the plot.	Я не розумію сюжет.
I don't want that happening.	Я не хочу, щоб це сталося.
I don't want that happening.	Я не хочу, щоб це трапилося.
I don't want to be like you.	Я не хочу бути таким як ти.
I don't want to be like you.	Я не хочу бути схожою на тебе.
I don't want to be punished.	Я не хочу бути покараним.
I don't want to be reminded.	Я не хочу, щоб мені нагадували.
I don't want to believe you.	Я не хочу тобі вірити.
I don't want to believe you.	Я не хочу вам вірити.
I don't want to buy a yacht.	Я не хочу купувати яхту.
I don't want to disturb you.	Я не хочу тебе турбувати.
I don't want to disturb you.	Я не хочу вас турбувати.
I don't want to do it again.	Не хочу робити цього знову.
I don't want to get into it.	Я навіть не хочу про це говорити.
I don't want to get married.	Я не бажаю розписуватись.
I don't want to get married.	Я не хочу одружуватися.
I don't want to get married.	Я не хочу виходити заміж.
I don't want to go with you.	Я не хочу з тобою йти.
I don't want to go with you.	Я не хочу з вами йти.
I don't want to see anybody.	Я не хочу нікого бачити.
I don't want to sell my car.	Я не хочу продавати свою машину.
I don't want to sell my car.	Я не хочу продавати машину.
I don't want to sell my car.	Я не хочу продавати свою автівку.
I don't want to sell my car.	Я не хочу продавати автівку.
I don't want to study today.	Я сьогодні не хочу займатися.
I don't want to study today.	Я сьогодні не хочу вчитися.
I don't want to talk to Tom.	Я не хочу говорити з Томом.
I don't want to talk to Tom.	Я не хочу розмовляти з Томом.
I don't want to talk to Tom.	Я не хочу балакати з Томом.
I don't want to talk to you.	Я не хочу з тобою розмовляти.
I don't want to talk to you.	Я не хочу з тобою говорити.
I don't want to talk to you.	Я не хочу з вами розмовляти.
I don't want to talk to you.	Я не хочу з вами говорити.
I don't write letters often.	Я нечасто пишу листи.
I doubt if Tom will be last.	Сумніваюся, що Том буде останнім.
I doubt if Tom will be last.	Маю сумніви, що Том буде останнім.
I drink coffee after dinner.	Після вечері я п'ю каву.
I eat breakfast before work.	Я снідаю перед роботою.
I eat meat almost every day.	Я їм м'ясо майже щоденно.
I eat rice almost every day.	Я їм рис майже щодня.
I expect you to be punctual.	Я очікую від вас пунктуальності.
I expect you to be punctual.	Я очікаю від тебе пунктуальності.
I expect you to work harder.	Я очікую, що ти працюватимеш старанніше.
I expect you to work harder.	Я очікую, що ви працюватимете старанніше.
I explained the rule to him.	Я пояснив йому правило.
I feel like going on a trip.	Я хочу кудись поїхати.
I feel this is a good point.	Мені здається, це добрий агрумент.
I fell asleep while reading.	Я заснув, читаючи.
I fell asleep while reading.	Я заснула, читаючи.
I felt like I was in heaven.	У мене таке відчуття, що я в раю.
I finally beat Tom at chess.	Я врешті-решт виграв у Тома у шахи.
I finally beat Tom at chess.	Я врешті-решт виграла в Тома у шахи.
I finished my lunch quickly.	Я швидко закінчив свій обід.
I finished reading the book.	Я дочитав книжку.
I finished reading the book.	Я дочитала книжку.
I finished writing a letter.	Я закінчив писати лист.
I flew to Boston last month.	Я прилетів до Бостона минулого місяця.
I flew to Boston last month.	Я прилетіла до Бостона минулого місяця.
I forbid you to talk to Tom.	Я забороняю тобі говорити з Томом.
I forgot my wife's birthday.	Я забув про день народження дружини.
I forgot my wife's birthday.	Я забула про день народження дружини.
I forgot my wife's birthday.	Я забув про день народження своєї дружини.
I forgot my wife's birthday.	Я забула про день народження своєї дружини.
I forgot to buy the tickets.	Я забув купити квитки.
I forgot to buy the tickets.	Я забула купити квитки.
I forgot to lock the drawer.	Я забув замкнути ящик.
I forgot to lock the drawer.	Я забула замкнути ящик.
I found my hat in Tom's car.	Я знайшов свій капелюх у машині Тома.
I found out where Tom lives.	Я дінався, де живе Том.
I found out where Tom lives.	Я діналась, де мешкає Том.
I found that very difficult.	Мені це здалося дуже складним.
I found the food too greasy.	Їжа мені здалася занадто жирною.
I found this in the kitchen.	Я знайшов це на кухні.
I found this in the kitchen.	Я знайшла це на кухні.
I found this under your bed.	Я це знайшов під твоїм ліжком.
I found this under your bed.	Я це знайшла під твоїм ліжком.
I found this under your bed.	Я це знайшов під вашим ліжком.
I found this under your bed.	Я це знайшла під вашим ліжком.
I gave it to the little boy.	Я дав його маленькому хлопчику.
I gave my father a silk tie.	Я дав батьку шовкову краватку.
I gave my father a silk tie.	Я дала батьку шовкову краватку.
I give Tom money every week.	Я щотижня даю Тому гроші.
I go shopping every morning.	Я ходжу по магазинах щоранку.
I go shopping every morning.	Я щоранку ходжу по магазинах.
I go to church every Sunday.	Щонеділі я ходжу до церкви.
I go to church every Sunday.	Кожної неділі я ходжу до церкви.
I got a shave and a haircut.	Мене поголили та підстригли.
I got out of jail yesterday.	Вчора я вийшов з в'язниці.
I got out of jail yesterday.	Вчора я вийшла з в'язниці.
I got to know Tom's friends.	Я познайомився з друзями Тома.
I got to know Tom's friends.	Я познайомилася з друзями Тома.
I got up earlier than usual.	Я встав раніше, ніж зазвичай.
I got up earlier than usual.	Я встала раніше, ніж зазвичай.
I got up earlier than usual.	Я встав раніше, ніж звичайно.
I got up earlier than usual.	Я встала раніше, ніж звичайно.
I got up early this morning.	Сьогодні вранці я прокинувся рано.
I got up early this morning.	Сьогодні вранці я прокинулася рано.
I got your letter yesterday.	Я вчора отримав твого листа.
I grew up here in Australia.	Я виріс тут, в Австралії.
I guess I'm not that hungry.	Гадаю, я не такий вже й голодний.
I guess I'm not that hungry.	Гадаю, я не така вже й голодна.
I guess I'm not that hungry.	Гадаю, мені не так вже й хочеться їсти.
I guess Tom is running late.	Гадаю, Том спізнюється.
I guess she really loves me.	Гадаю, вона насправді мене кохає.
I guess that's the solution.	Думаю, це і є рішення.
I guess we could go on foot.	Гадаю, ми можемо піти пішки.
I guess we could go on foot.	Гадаю, ми могли би піти пішки.
I guess we should leave now.	Думаю, нам треба зараз піти.
I guess we should leave now.	Гадаю, нам треба зараз піти.
I guess we've got a problem.	Гадаю, ми маємо проблему.
I had a good time in Boston.	Я добре провів час у Бостоні.
I had a phone call from him.	Він мені телефонував.
I had a phone call from him.	Він мені зателефонував.
I had another glass of wine.	Я випив ще один бокал вина.
I had another glass of wine.	Я випила ще один бокал вина.
I had lunch three hours ago.	Я пообідала три години тому.
I had lunch three hours ago.	Я пообідав три години тому.
I had no idea Tom was lying.	Я не мав уяви, що Том бреше.
I had the right to say that.	Я мав право це сказати.
I had the right to say that.	Я мала право це сказати.
I had to call off the party.	Вечірку довелося скасувати.
I had to carry Tom upstairs.	Я був змушений нести Тома вгору по сходах.
I had to carry Tom upstairs.	Я була змушена нести Тома вгору по сходах.
I hardly ever ask questions.	Я майже ніколи не задаю запитань.
I hardly ever drive to work.	Я майже ніколи не їжджу на роботі на машині.
I hardly ever stay out late.	Я рідко гуляю до пізньої години.
I hate everything about you.	Я терпіти не можу усього, що пов'язано з тобою.
I hate everything about you.	Я терпіти не можу усього, що пов'язано з вами.
I hate it when they do that.	Ненавиджу, коли вони так роблять.
I hate it when they do that.	Ненавиджу, коли вони так учиняють.
I have a bad headache today.	У мене сьогодні сильно болить голова.
I have a book about fishing.	У мене є книга про риболовлю.
I have a girlfriend already.	Я вже маю дівчину.
I have a girlfriend already.	У мене вже є дівчина.
I have a terrible toothache.	У мене жахливо болить зуб.
I have a terrible toothache.	У мене жахливо болять зуби.
I have a very beautiful dog.	У мене дуже гарний собака.
I have an important message.	У мене є важливе повідомлення.
I have an important message.	Я маю важливе повідомлення.
I have been to Europe twice.	Я двічі був у Європі.
I have been to the barber's.	Я був у перукарні.
I have been to the barber's.	Я була в перукарні.
I have difficulty breathing.	Мені важко дихати.
I have difficulty in French.	У мене проблеми з французькою.
I have enough time for that.	У мене для цього достатнього часу.
I have finished my homework.	Я доробив домашнє завдання.
I have finished my homework.	Я доробила домашнє завдання.
I have longer legs than you.	У мене довші ноги, ніж у тебе.
I have lots of things to do.	У мене багато справ.
I have never been to Europe.	Я ніколи не був у Європі.
I have never been to Europe.	Я ніколи не була в Європі.
I have never been to Europe.	Я ніколи не бував у Європі.
I have never been to Europe.	Я ніколи не бувала в Європі.
I have no affection for Tom.	У мене немає жодних теплих почуттів до Тома.
I have no further questions.	У мене нема інших питань.
I have no idea how it works.	Я уяви не маю, як це працює.
I have no idea how it works.	Я уяви не маю, як це функціонує.
I have nothing better to do.	Мені більше нема чим зайнятися.
I have seen the film before.	Я бачив цей фільм раніше.
I have several silver coins.	У мене кілька срібних монет.
I have several silver coins.	Я маю кілька срібних монет.
I have some noisy neighbors.	У мене досить галасливі сусіди.
I have to close the windows.	Я маю зачинити вікна.
I have to get on that train.	Мені треба сісти у цей поїзд.
I have to get on that train.	Мені треба сісти у цей потяг.
I have to go back to Boston.	Я маю повернутися до Бостона.
I have to go back to Boston.	Я повинен повернутися до Бостона.
I have to go back to Boston.	Я повинна повернутися до Бостона.
I have to move to Australia.	Я маю переїхати до Австралії.
I have to take off my socks.	Я повинен зняти шкарпетки.
I have to talk to Tom first.	Мені спочатку треба поговорити з Томом.
I have to talk to you alone.	Мені потрібно поговорити з вами наодинці.
I have to talk to you alone.	Мені потрібно поговорити з тобою наодинці.
I have to water the flowers.	Я маю полити квіти.
I have trouble with physics.	Маю проблеми з фізикою.
I have trouble with physics.	У мене проблеми з фізикою.
I haven't done anything yet.	Я ще нічого не зробив.
I haven't done anything yet.	Я ще нічого не зробила.
I haven't done that in ages.	Я такого вже сто років не робив.
I haven't done that in ages.	Я таким вже сто років не займався.
I haven't done that in ages.	Я такого вже сто років не робила.
I haven't done that in ages.	Я таким вже сто років не займалася.
I haven't done this in ages.	Я цього вже сто років не робив.
I haven't done this in ages.	Я цього вже сто років не робила.
I haven't seen anything yet.	Я ще нічого не бачив.
I haven't seen anything yet.	Я ще нічого не бачила.
I haven't seen her for ages.	Я її не бачив уже сто років.
I haven't seen you for ages.	Я тебе не бачив цілу вічність.
I haven't seen you for ages.	Я вас не бачив цілу вічність.
I haven't seen you for ages.	Я тебе не бачила цілу вічність.
I haven't seen you for ages.	Я вас не бачила цілу вічність.
I haven't talked to Tom yet.	Я ще не говорив із Томом.
I haven't talked to Tom yet.	Я ще не говорла з Томом.
I haven't the faintest idea.	Я не маю найменшої уяви.
I haven't the foggiest idea.	Я не маю найменшої уяви.
I hear you're very talented.	Я чув, що ти дуже талановитий.
I hear you're very talented.	Я чув, що ти дуже талановита.
I heard Mary is really cute.	Я чув, що Мері дуже мила.
I heard Mary is really cute.	Я чула, що Мері дуже мила.
I heard Tom speaking French.	Я чув, як Том говорить французькою.
I heard Tom speaking French.	Я чула, як Том говорить французькою.
I heard Tom talking to Mary.	Я чув, як Том говорить з Мері.
I heard about your problems.	Я чув про твої проблеми.
I heard that you kissed Tom.	Я чув, що ти поцілувала Тома.
I heard that you kissed Tom.	Я чув, що ти поцілував Тома.
I heard the front door slam.	Я почув як грюкнули вхідні двері.
I heard you guys whispering.	Я чув, як ви шепотілися.
I heard you guys whispering.	Я чула, як ви шепотілися.
